"Monday, August 11, 2008",65
"Tuesday, August 12, 2008",41
"Wednesday, August 13, 2008",34
"Thursday, August 14, 2008",48
"Friday, August 15, 2008",32
"Saturday, August 16, 2008",21
"Sunday, August 17, 2008",33
"Monday, August 18, 2008",62
"Tuesday, August 19, 2008",58
"Wednesday, August 20, 2008",61
"Thursday, August 21, 2008",53
"Friday, August 22, 2008",36
"Saturday, August 23, 2008",26
"Sunday, August 24, 2008",36
"Monday, August 25, 2008",81
"Tuesday, August 26, 2008",84
"Wednesday, August 27, 2008",96
"Thursday, August 28, 2008",131
"Friday, August 29, 2008",79
"Saturday, August 30, 2008",12
"Sunday, August 31, 2008",52
"Monday, September 1, 2008",92
"Tuesday, September 2, 2008",120
"Wednesday, September 3, 2008",163
"Thursday, September 4, 2008",161
"Friday, September 5, 2008",261
"Saturday, September 6, 2008",47
"Sunday, September 7, 2008",75
"Monday, September 8, 2008",180
"Tuesday, September 9, 2008",120
"Wednesday, September 10, 2008",148
"Thursday, September 11, 2008",146
"Friday, September 12, 2008",102
"Saturday, September 13, 2008",37
"Sunday, September 14, 2008",61
"Monday, September 15, 2008",157
"Tuesday, September 16, 2008",137
"Wednesday, September 17, 2008",232
"Thursday, September 18, 2008",202
"Friday, September 19, 2008",205
"Saturday, September 20, 2008",45
"Sunday, September 21, 2008",51
"Monday, September 22, 2008",97
"Tuesday, September 23, 2008",162
"Wednesday, September 24, 2008",218
"Thursday, September 25, 2008",161
"Friday, September 26, 2008",165
"Saturday, September 27, 2008",47
"Sunday, September 28, 2008",87
"Monday, September 29, 2008",133
"Tuesday, September 30, 2008",133
"Wednesday, October 1, 2008",152
"Thursday, October 2, 2008",190
"Friday, October 3, 2008",157
"Saturday, October 4, 2008",47
"Sunday, October 5, 2008",30
"Monday, October 6, 2008",133
"Tuesday, October 7, 2008",159
"Wednesday, October 8, 2008",166
"Thursday, October 9, 2008",231
"Friday, October 10, 2008",207
"Saturday, October 11, 2008",58
"Sunday, October 12, 2008",64
"Monday, October 13, 2008",178
"Tuesday, October 14, 2008",186
"Wednesday, October 15, 2008",288
"Thursday, October 16, 2008",257
"Friday, October 17, 2008",316
"Saturday, October 18, 2008",73
"Sunday, October 19, 2008",81
"Monday, October 20, 2008",207
"Tuesday, October 21, 2008",213
"Wednesday, October 22, 2008",217
"Thursday, October 23, 2008",237
"Friday, October 24, 2008",252
"Saturday, October 25, 2008",70
"Sunday, October 26, 2008",56
"Monday, October 27, 2008",194
"Tuesday, October 28, 2008",258
"Wednesday, October 29, 2008",272
"Thursday, October 30, 2008",187
"Friday, October 31, 2008",125
"Saturday, November 1, 2008",51
"Sunday, November 2, 2008",70
"Monday, November 3, 2008",192
"Tuesday, November 4, 2008",244
"Wednesday, November 5, 2008",414
"Thursday, November 6, 2008",357
"Friday, November 7, 2008",314
"Saturday, November 8, 2008",62
"Sunday, November 9, 2008",92
"Monday, November 10, 2008",305
"Tuesday, November 11, 2008",286
"Wednesday, November 12, 2008",235
"Thursday, November 13, 2008",344
"Friday, November 14, 2008",231
"Saturday, November 15, 2008",44
"Sunday, November 16, 2008",71
"Monday, November 17, 2008",232
"Tuesday, November 18, 2008",234
