"Monday, August 11, 2008",65
"Tuesday, August 12, 2008",62
"Wednesday, August 13, 2008",67
"Thursday, August 14, 2008",60
"Friday, August 15, 2008",54
"Saturday, August 16, 2008",47
"Sunday, August 17, 2008",52
"Monday, August 18, 2008",72
"Tuesday, August 19, 2008",80
"Wednesday, August 20, 2008",86
"Thursday, August 21, 2008",70
"Friday, August 22, 2008",55
"Saturday, August 23, 2008",55
"Sunday, August 24, 2008",86
"Monday, August 25, 2008",87
"Tuesday, August 26, 2008",97
"Wednesday, August 27, 2008",93
"Thursday, August 28, 2008",59
"Friday, August 29, 2008",89
"Saturday, August 30, 2008",52
"Sunday, August 31, 2008",68
"Monday, September 1, 2008",82
"Tuesday, September 2, 2008",111
"Wednesday, September 3, 2008",91
"Thursday, September 4, 2008",123
"Friday, September 5, 2008",86
"Saturday, September 6, 2008",45
"Sunday, September 7, 2008",98
"Monday, September 8, 2008",106
"Tuesday, September 9, 2008",114
"Wednesday, September 10, 2008",96
"Thursday, September 11, 2008",95
"Friday, September 12, 2008",82
"Saturday, September 13, 2008",72
"Sunday, September 14, 2008",55
"Monday, September 15, 2008",125
"Tuesday, September 16, 2008",126
"Wednesday, September 17, 2008",95
"Thursday, September 18, 2008",110
"Friday, September 19, 2008",67
"Saturday, September 20, 2008",72
"Sunday, September 21, 2008",100
"Monday, September 22, 2008",126
"Tuesday, September 23, 2008",111
"Wednesday, September 24, 2008",118
"Thursday, September 25, 2008",146
"Friday, September 26, 2008",113
"Saturday, September 27, 2008",54
"Sunday, September 28, 2008",75
"Monday, September 29, 2008",123
"Tuesday, September 30, 2008",98
"Wednesday, October 1, 2008",76
"Thursday, October 2, 2008",128
"Friday, October 3, 2008",78
"Saturday, October 4, 2008",87
"Sunday, October 5, 2008",77
"Monday, October 6, 2008",130
"Tuesday, October 7, 2008",136
"Wednesday, October 8, 2008",110
"Thursday, October 9, 2008",117
"Friday, October 10, 2008",83
"Saturday, October 11, 2008",79
"Sunday, October 12, 2008",72
"Monday, October 13, 2008",115
"Tuesday, October 14, 2008",142
"Wednesday, October 15, 2008",130
"Thursday, October 16, 2008",91
"Friday, October 17, 2008",116
"Saturday, October 18, 2008",73
"Sunday, October 19, 2008",63
"Monday, October 20, 2008",111
"Tuesday, October 21, 2008",124
"Wednesday, October 22, 2008",134
"Thursday, October 23, 2008",113
"Friday, October 24, 2008",89
"Saturday, October 25, 2008",68
"Sunday, October 26, 2008",72
"Monday, October 27, 2008",123
"Tuesday, October 28, 2008",122
"Wednesday, October 29, 2008",111
"Thursday, October 30, 2008",84
"Friday, October 31, 2008",89
"Saturday, November 1, 2008",61
"Sunday, November 2, 2008",98
"Monday, November 3, 2008",137
"Tuesday, November 4, 2008",139
"Wednesday, November 5, 2008",145
"Thursday, November 6, 2008",132
"Friday, November 7, 2008",131
"Saturday, November 8, 2008",77
"Sunday, November 9, 2008",99
